"U:0","U:1","U:2","p","Points:0","Points:1","Points:2"
0.37752,-0.0065036,0,-0.067368,0.6375,0.8875,0.05
0.37433,-0.020672,0,-0.061158,0.6625,0.8875,0.05
0.36662,-0.036637,0,-0.052336,0.6875,0.8875,0.05
0.35379,-0.054812,0,-0.040491,0.7125,0.8875,0.05
0.33518,-0.075815,0,-0.025195,0.7375,0.8875,0.05
0.31008,-0.10055,0,-0.0060246,0.7625,0.8875,0.05
0.27767,-0.13032,0,0.017449,0.7875,0.8875,0.05
0.23718,-0.16691,0,0.04564,0.8125,0.8875,0.05
0.1881,-0.21259,0,0.078883,0.8375,0.8875,0.05
0.13076,-0.26963,0,0.11728,0.8625,0.8875,0.05
0.067482,-0.3385,0,0.16039,0.8875,0.8875,0.05
0.0048718,-0.41298,0,0.20669,0.9125,0.8875,0.05
-0.04159,-0.46713,0,0.25283,0.9375,0.8875,0.05
-0.054465,-0.44402,0,0.2874,0.9625,0.8875,0.05
-0.02458,-0.24895,0,0.30027,0.9875,0.8875,0.05
-0.025647,0.14504,0,-0.18182,0.0125,0.9125,0.05
-0.062003,0.23959,0,-0.17025,0.0375,0.9125,0.05
-0.071478,0.254,0,-0.14623,0.0625,0.9125,0.05
-0.057736,0.23747,0,-0.12099,0.0875,0.9125,0.05
-0.029076,0.21175,0,-0.099301,0.1125,0.9125,0.05
0.0078677,0.18548,0,-0.081919,0.1375,0.9125,0.05
0.047935,0.16214,0,-0.068474,0.1625,0.9125,0.05
0.088466,0.14232,0,-0.058576,0.1875,0.9125,0.05
0.12804,0.12574,0,-0.051603,0.2125,0.9125,0.05
0.16601,0.11184,0,-0.047097,0.2375,0.9125,0.05
0.20205,0.10011,0,-0.044599,0.2625,0.9125,0.05
0.23602,0.090091,0,-0.043732,0.2875,0.9125,0.05
0.26791,0.081407,0,-0.044186,0.3125,0.9125,0.05
0.29773,0.073746,0,-0.045693,0.3375,0.9125,0.05
0.32553,0.066853,0,-0.04802,0.3625,0.9125,0.05
0.35133,0.060513,0,-0.050949,0.3875,0.9125,0.05
0.37515,0.054544,0,-0.054273,0.4125,0.9125,0.05
0.39697,0.048787,0,-0.057788,0.4375,0.9125,0.05
0.41675,0.0431,0,-0.06128,0.4625,0.9125,0.05
0.43441,0.03735,0,-0.064524,0.4875,0.9125,0.05
0.44984,0.031411,0,-0.067276,0.5125,0.9125,0.05
0.4629,0.025158,0,-0.06927,0.5375,0.9125,0.05
0.47337,0.018465,0,-0.070212,0.5625,0.9125,0.05
0.48103,0.011198,0,-0.06978,0.5875,0.9125,0.05
0.48558,0.0032129,0,-0.067608,0.6125,0.9125,0.05
0.48668,-0.0056316,0,-0.063297,0.6375,0.9125,0.05
0.48377,-0.015488,0,-0.056584,0.6625,0.9125,0.05
0.47642,-0.02658,0,-0.04716,0.6875,0.9125,0.05
0.46403,-0.039241,0,-0.034554,0.7125,0.9125,0.05
0.4459,-0.053976,0,-0.018252,0.7375,0.9125,0.05
0.42117,-0.071557,0,0.0022968,0.7625,0.9125,0.05
0.38878,-0.093163,0,0.027717,0.7875,0.9125,0.05
0.34746,-0.12058,0,0.058733,0.8125,0.9125,0.05
0.29582,-0.15639,0,0.096178,0.8375,0.9125,0.05
0.2327,-0.20402,0,0.14094,0.8625,0.9125,0.05
0.15823,-0.2669,0,0.19378,0.8875,0.9125,0.05
0.07643,-0.34483,0,0.25485,0.9125,0.9125,0.05
-0.0005219,-0.42247,0,0.32177,0.9375,0.9125,0.05
-0.050018,-0.44453,0,0.38148,0.9625,0.9125,0.05
-0.030467,-0.29295,0,0.42556,0.9875,0.9125,0.05
-0.03518,0.20121,0,-0.27393,0.0125,0.9375,0.05
-0.067461,0.25668,0,-0.21849,0.0375,0.9375,0.05
-0.041494,0.23847,0,-0.17252,0.0625,0.9375,0.05
0.0049721,0.20244,0,-0.13273,0.0875,0.9375,0.05
0.060081,0.16721,0,-0.10205,0.1125,0.9375,0.05
0.11604,0.13813,0,-0.079735,0.1375,0.9375,0.05
0.1695,0.1152,0,-0.063872,0.1625,0.9375,0.05
0.2192,0.097292,0,-0.052869,0.1875,0.9375,0.05
0.26486,0.083249,0,-0.045547,0.2125,0.9375,0.05
0.30663,0.072103,0,-0.041069,0.2375,0.9375,0.05
0.3448,0.063119,0,-0.038794,0.2625,0.9375,0.05
0.37968,0.05575,0,-0.038237,0.2875,0.9375,0.05
0.41159,0.049583,0,-0.039029,0.3125,0.9375,0.05
0.4408,0.044309,0,-0.040871,0.3375,0.9375,0.05
0.46753,0.039689,0,-0.043511,0.3625,0.9375,0.05
0.49196,0.03554,0,-0.046722,0.3875,0.9375,0.05
0.5142,0.031712,0,-0.050295,0.4125,0.9375,0.05
0.53432,0.028085,0,-0.05402,0.4375,0.9375,0.05
0.55236,0.024553,0,-0.057684,0.4625,0.9375,0.05
0.5683,0.021024,0,-0.061058,0.4875,0.9375,0.05
0.58207,0.017414,0,-0.063896,0.5125,0.9375,0.05
0.59359,0.013642,0,-0.065928,0.5375,0.9375,0.05
0.60268,0.0096282,0,-0.066857,0.5625,0.9375,0.05
0.60917,0.0052885,0,-0.06635,0.5875,0.9375,0.05
0.61283,0.00053785,0,-0.06402,0.6125,0.9375,0.05
0.6133,-0.0046602,0,-0.059487,0.6375,0.9375,0.05
0.61017,-0.010405,0,-0.052527,0.6625,0.9375,0.05
0.60306,-0.016861,0,-0.042785,0.6875,0.9375,0.05
0.59143,-0.024251,0,-0.029749,0.7125,0.9375,0.05
0.57462,-0.032909,0,-0.012841,0.7375,0.9375,0.05
0.55175,-0.043375,0,0.0086027,0.7625,0.9375,0.05
0.52162,-0.056523,0,0.035398,0.7875,0.9375,0.05
0.48264,-0.073788,0,0.068601,0.8125,0.9375,0.05
0.43264,-0.097509,0,0.10962,0.8375,0.9375,0.05
0.36894,-0.13137,0,0.16035,0.8625,0.9375,0.05
0.28889,-0.18063,0,0.22348,0.8875,0.9375,0.05
0.19241,-0.25058,0,0.30246,0.9125,0.9375,0.05
0.085382,-0.33858,0,0.39742,0.9375,0.9375,0.05
-0.01956,-0.41088,0,0.49529,0.9625,0.9375,0.05
-0.026063,-0.33968,0,0.61652,0.9875,0.9375,0.05
-0.013027,0.26511,0,-0.46592,0.0125,0.9625,0.05
-0.011327,0.23762,0,-0.26859,0.0375,0.9625,0.05
0.091583,0.17649,0,-0.19132,0.0625,0.9625,0.05
0.18179,0.1308,0,-0.13415,0.0875,0.9625,0.05
0.26155,0.097392,0,-0.095352,0.1125,0.9625,0.05
0.33066,0.073672,0,-0.07017,0.1375,0.9625,0.05
0.38975,0.057093,0,-0.0538,0.1625,0.9625,0.05
0.44026,0.045406,0,-0.043199,0.1875,0.9625,0.05
0.48375,0.037002,0,-0.036604,0.2125,0.9625,0.05
0.52151,0.030811,0,-0.032924,0.2375,0.9625,0.05
0.55459,0.02613,0,-0.031415,0.2625,0.9625,0.05
0.58381,0.022493,0,-0.031556,0.2875,0.9625,0.05
0.60978,0.019585,0,-0.032964,0.3125,0.9625,0.05
0.633,0.01719,0,-0.035344,0.3375,0.9625,0.05
0.6538,0.015156,0,-0.03845,0.3625,0.9625,0.05
0.67248,0.013373,0,-0.042067,0.3875,0.9625,0.05
0.6892,0.01176,0,-0.045991,0.4125,0.9625,0.05
0.7041,0.010252,0,-0.050022,0.4375,0.9625,0.05
0.71725,0.0087986,0,-0.053952,0.4625,0.9625,0.05
0.72868,0.0073565,0,-0.057556,0.4875,0.9625,0.05
0.73836,0.0058875,0,-0.060594,0.5125,0.9625,0.05
0.74624,0.0043562,0,-0.062799,0.5375,0.9625,0.05
0.75222,0.0027281,0,-0.063873,0.5625,0.9625,0.05
0.75616,0.00097167,0,-0.063478,0.5875,0.9625,0.05
0.75793,-0.00092392,0,-0.061179,0.6125,0.9625,0.05
0.75721,-0.0029662,0,-0.056768,0.6375,0.9625,0.05
0.75379,-0.0052091,0,-0.049949,0.6625,0.9625,0.05
0.7474,-0.0077323,0,-0.040317,0.6875,0.9625,0.05
0.73764,-0.010631,0,-0.027356,0.7125,0.9625,0.05
0.72397,-0.014052,0,-0.010469,0.7375,0.9625,0.05
0.70566,-0.018243,0,0.011071,0.7625,0.9625,0.05
0.68166,-0.023643,0,0.0382,0.7875,0.9625,0.05
0.65038,-0.03105,0,0.07221,0.8125,0.9625,0.05
0.60941,-0.041951,0,0.11498,0.8375,0.9625,0.05
0.55503,-0.059138,0,0.16941,0.8625,0.9625,0.05
0.48196,-0.08768,0,0.24033,0.8875,0.9625,0.05
0.38426,-0.13568,0,0.33567,0.9125,0.9625,0.05
0.25496,-0.21241,0,0.46287,0.9375,0.9625,0.05
0.083523,-0.31515,0,0.62493,0.9625,0.9625,0.05
0.026636,-0.34782,0,0.93745,0.9875,0.9625,0.05
0.24035,0.16193,0,-0.88343,0.0125,0.9875,0.05
0.32166,0.12192,0,-0.31326,0.0375,0.9875,0.05
0.48764,0.076856,0,-0.15843,0.0625,0.9875,0.05
0.595,0.048931,0,-0.094228,0.0875,0.9875,0.05
0.66577,0.031423,0,-0.057577,0.1125,0.9875,0.05
0.71626,0.020446,0,-0.037092,0.1375,0.9875,0.05
0.7537,0.013681,0,-0.026083,0.1625,0.9875,0.05
0.78227,0.0095137,0,-0.020235,0.1875,0.9875,0.05
0.80475,0.0069033,0,-0.01746,0.2125,0.9875,0.05
0.82298,0.005223,0,-0.016772,0.2375,0.9875,0.05
0.83814,0.004104,0,-0.017611,0.2625,0.9875,0.05
0.851,0.0033279,0,-0.01961,0.2875,0.9875,0.05
0.86208,0.0027643,0,-0.02251,0.3125,0.9875,0.05
0.87172,0.0023341,0,-0.026111,0.3375,0.9875,0.05
0.88018,0.0019887,0,-0.030241,0.3625,0.9875,0.05
0.88762,0.001697,0,-0.034736,0.3875,0.9875,0.05
0.89415,0.0014382,0,-0.039433,0.4125,0.9875,0.05
0.89985,0.0011981,0,-0.044163,0.4375,0.9875,0.05
0.90476,0.00096604,0,-0.048742,0.4625,0.9875,0.05
0.90889,0.00073372,0,-0.052967,0.4875,0.9875,0.05
0.91224,0.00049416,0,-0.056613,0.5125,0.9875,0.05
0.91478,0.00024088,0,-0.059428,0.5375,0.9875,0.05
0.91646,-3.2702e-05,0,-0.061123,0.5625,0.9875,0.05
0.91723,-0.00032901,0,-0.061372,0.5875,0.9875,0.05
0.91701,-0.00063156,0,-0.059863,0.6125,0.9875,0.05
0.91572,-0.00095312,0,-0.05629,0.6375,0.9875,0.05
0.91329,-0.0013065,0,-0.050372,0.6625,0.9875,0.05
0.90959,-0.0017067,0,-0.041727,0.6875,0.9875,0.05
0.90445,-0.0021695,0,-0.029885,0.7125,0.9875,0.05
0.89762,-0.0027199,0,-0.0143,0.7375,0.9875,0.05
0.88878,-0.003406,0,0.0056908,0.7625,0.9875,0.05
0.8774,-0.0043246,0,0.03094,0.7875,0.9875,0.05
0.86264,-0.0056766,0,0.06265,0.8125,0.9875,0.05
0.84298,-0.007899,0,0.1027,0.8375,0.9875,0.05
0.81564,-0.011959,0,0.1544,0.8625,0.9875,0.05
0.77536,-0.019957,0,0.22425,0.8875,0.9875,0.05
0.71249,-0.036175,0,0.32517,0.9125,0.9875,0.05
0.60453,-0.06861,0,0.47939,0.9375,0.9875,0.05
0.40429,-0.12763,0,0.74775,0.9625,0.9875,0.05
0.27591,-0.17852,0,1.4441,0.9875,0.9875,0.05
